sl_no,state,start_date,physical_progress,report_month
1501,"Multi-States
(Puducherry, Tamil
Nadu)","03/2018
11/2021",98.75,FlashReport_March 2026
1502,"Multi-States
(Puducherry, Tamil
Nadu)","03/2018
10/2020",81.0,FlashReport_March 2026
1503,"Multi-States
(Rajasthan, Uttar
Pradesh)","03/2024
04/2025",99.09,FlashReport_March 2026
1504,"Multi-States (Uttar
Pradesh,
Uttarakhand)","04/2022
11/2022",99.29,FlashReport_March 2026
1505,"Multi-States (Uttar
Pradesh,
Uttarakhand)","01/2023
03/2024",33.14,FlashReport_March 2026
1506,"Multi-States (Uttar
Pradesh,
Uttarakhand)","04/2025
10/2025",9.15,FlashReport_March 2026
1507,"Multi-States (Uttar
Pradesh,
Uttarakhand)","03/2023
01/2024",98.06,FlashReport_March 2026
1508,"Multi-States (Uttar
Pradesh,
Uttarakhand)","02/2023
03/2024",41.5,FlashReport_March 2026
1509,"Multi-States (Uttar
Pradesh,
Uttarakhand)","11/2021
02/2023",91.26,FlashReport_March 2026
1510,"Multi-States (Uttar
Pradesh,
Uttarakhand)","12/2015
01/2018",97.64,FlashReport_March 2026
1511,Nagaland,"06/2020
06/2024",44.46,FlashReport_March 2026
1512,Nagaland,"02/2021
06/2023",0.0,FlashReport_March 2026
1513,Nagaland,"03/2021
07/2022",100.0,FlashReport_March 2026
1514,Nagaland,"07/2020
10/2020",45.5,FlashReport_March 2026
1515,Nagaland,"07/2020
06/2023",36.77,FlashReport_March 2026
1516,Nagaland,"07/2020
10/2020",69.57,FlashReport_March 2026
1517,Nagaland,"07/2020
11/2023",25.61,FlashReport_March 2026
1518,Nagaland,"03/2020
11/2023",93.04,FlashReport_March 2026
1519,Nagaland,"03/2020
01/2024",40.48,FlashReport_March 2026
1520,Nagaland,"03/2016
09/2023",82.59,FlashReport_March 2026
1521,Nagaland,"02/2017
09/2017",0.0,FlashReport_March 2026
1522,Nagaland,"12/2022
08/2023",87.0,FlashReport_March 2026
1523,Nagaland,"12/2022
08/2023",85.67,FlashReport_March 2026
1524,Nagaland,"12/2022
08/2023",50.63,FlashReport_March 2026
1525,Nagaland,"02/2021
06/2023",90.68,FlashReport_March 2026
1526,Nagaland,"01/2021
09/2023",93.13,FlashReport_March 2026
1527,Nagaland,"03/2021
09/2023",99.5,FlashReport_March 2026
1528,Nagaland,"03/2018
08/2023",100.0,FlashReport_March 2026
1529,Nagaland,"03/2018
09/2023",75.05,FlashReport_March 2026
1530,Odisha,"03/2023
04/2025",0.0,FlashReport_March 2026
1531,Odisha,"03/2022
02/2024",56.11,FlashReport_March 2026
1532,Odisha,"03/2023
12/2024",21.0,FlashReport_March 2026
1533,Odisha,"02/2022
04/2023",55.0,FlashReport_March 2026
1534,Odisha,"12/2021
05/2023",70.09,FlashReport_March 2026
1535,Odisha,"01/2022
06/2025",3.0,FlashReport_March 2026
1536,Odisha,"03/2022
06/2023",60.65,FlashReport_March 2026
1537,Odisha,"09/2021
01/2025",21.0,FlashReport_March 2026
1538,Odisha,"02/2023
05/2025",18.0,FlashReport_March 2026
1539,Odisha,"01/2022
05/2023",100.0,FlashReport_March 2026
1540,Odisha,"02/2022
05/2023",82.0,FlashReport_March 2026
1541,Odisha,"03/2021
03/2022",75.0,FlashReport_March 2026
1542,Odisha,"11/2021
06/2023",72.0,FlashReport_March 2026
1543,Odisha,"03/2022
02/2024",60.0,FlashReport_March 2026
1544,Odisha,"03/2023
04/2025",15.0,FlashReport_March 2026
1545,Odisha,"03/2022
10/2024",20.25,FlashReport_March 2026
1546,Odisha,"11/2014
03/2019",91.32,FlashReport_March 2026
1547,Odisha,"03/2024
06/2024",47.25,FlashReport_March 2026
1548,Odisha,"09/2023
11/2024",16.09,FlashReport_March 2026
1549,Odisha,"03/2025
05/2025",8.13,FlashReport_March 2026
1550,Odisha,"09/2021
05/2022",94.09,FlashReport_March 2026
1551,Odisha,"08/2021
06/2022",98.89,FlashReport_March 2026
1552,Odisha,"12/2021
10/2022",96.6,FlashReport_March 2026
1553,Odisha,"09/2023
06/2024",99.86,FlashReport_March 2026
1554,Odisha,"09/2020
03/2021",99.0,FlashReport_March 2026
1555,Odisha,"03/2023
12/2023",91.0,FlashReport_March 2026
1556,Odisha,"03/2023
12/2023",91.0,FlashReport_March 2026
1557,Odisha,"03/2023
12/2023",92.3,FlashReport_March 2026
1558,Odisha,"04/2022
08/2022",38.0,FlashReport_March 2026
1559,Odisha,"10/2017
12/2018",96.52,FlashReport_March 2026
1560,Odisha,"01/2009
12/2011",97.48,FlashReport_March 2026
1561,Odisha,"03/2021
04/2022",99.6,FlashReport_March 2026
1562,Odisha,"09/2016
03/2017",99.98,FlashReport_March 2026
1563,Odisha,"10/2017
01/2018",99.0,FlashReport_March 2026
1564,Odisha,"01/2018
02/2019",99.0,FlashReport_March 2026
1565,Odisha,"01/2018
02/2020",86.0,FlashReport_March 2026
1566,Odisha,"03/2023
11/2024",31.0,FlashReport_March 2026
1567,Odisha,"02/2021
03/2022",99.95,FlashReport_March 2026
1568,Odisha,"10/2017
03/2018",99.66,FlashReport_March 2026
1569,Punjab,"03/2023
05/2025",45.0,FlashReport_March 2026
1570,Punjab,"03/2022
10/2023",98.0,FlashReport_March 2026
1571,Punjab,"03/2021
10/2023",83.0,FlashReport_March 2026
1572,Punjab,"12/2020
07/2022",95.8,FlashReport_March 2026
1573,Punjab,"12/2020
03/2023",31.08,FlashReport_March 2026
1574,Punjab,"12/2020
07/2022",73.26,FlashReport_March 2026
1575,Punjab,"12/2020
07/2022",62.99,FlashReport_March 2026
1576,Punjab,"03/2021
11/2022",43.45,FlashReport_March 2026
1577,Punjab,"03/2021
01/2024",27.05,FlashReport_March 2026
1578,Punjab,"12/2021
04/2023",31.07,FlashReport_March 2026
1579,Punjab,"11/2024
07/2025",21.82,FlashReport_March 2026
1580,Punjab,"03/2021
01/2023",42.98,FlashReport_March 2026
1581,Punjab,"05/2020
08/2023",99.0,FlashReport_March 2026
1582,Punjab,"03/2021
11/2022",69.5,FlashReport_March 2026
1583,Punjab,"03/2021
06/2024",70.0,FlashReport_March 2026
1584,Punjab,"06/2021
09/2023",81.5,FlashReport_March 2026
1585,Punjab,"05/2020
12/2022",76.0,FlashReport_March 2026
1586,Punjab,"03/2022
05/2023",84.96,FlashReport_March 2026
1587,Punjab,"07/2021
02/2023",77.8,FlashReport_March 2026
1588,Punjab,"11/2022
03/2025",12.27,FlashReport_March 2026
1589,Punjab,"03/2023
04/2024",60.0,FlashReport_March 2026
1590,Punjab,"12/2020
03/2022",95.0,FlashReport_March 2026
1591,Punjab,"02/2021
08/2022",85.0,FlashReport_March 2026
1592,Punjab,"08/2021
06/2023",65.2,FlashReport_March 2026
1593,Punjab,"10/2021
06/2023",78.93,FlashReport_March 2026
1594,Punjab,"12/2020
06/2022",64.12,FlashReport_March 2026
1595,Punjab,"03/2021
06/2024",64.12,FlashReport_March 2026
1596,Punjab,"07/2021
09/2025",20.03,FlashReport_March 2026
1597,Punjab,"03/2021
11/2022",31.34,FlashReport_March 2026
1598,Rajasthan,"12/2020
10/2021",99.0,FlashReport_March 2026
1599,Rajasthan,"03/2022
02/2023",100.0,FlashReport_March 2026
1600,Rajasthan,"12/2021
09/2022",97.0,FlashReport_March 2026
1601,Rajasthan,"01/2022
12/2022",98.58,FlashReport_March 2026
1602,Rajasthan,"12/2021
05/2022",87.6,FlashReport_March 2026
1603,Rajasthan,"03/2022
10/2024",68.0,FlashReport_March 2026
1604,Rajasthan,"02/2023
10/2024",48.79,FlashReport_March 2026
1605,Rajasthan,"02/2022
09/2023",0.0,FlashReport_March 2026
1606,Rajasthan,"02/2024
11/2024",23.0,FlashReport_March 2026
1607,Rajasthan,"03/2022
02/2023",100.0,FlashReport_March 2026
1608,Rajasthan,"03/2022
10/2023",36.87,FlashReport_March 2026
1609,Rajasthan,"01/2025
06/2025",37.16,FlashReport_March 2026
1610,Rajasthan,"11/2019
05/2021",99.8,FlashReport_March 2026
1611,Rajasthan,"11/2019
05/2021",95.15,FlashReport_March 2026
1612,Rajasthan,"07/2020
07/2021",91.69,FlashReport_March 2026
1613,Rajasthan,"02/2019
06/2021",100.0,FlashReport_March 2026
1614,Rajasthan,"10/2019
08/2021",100.0,FlashReport_March 2026
1615,Rajasthan,"10/2019
07/2021",99.2,FlashReport_March 2026
1616,Rajasthan,"09/2022
03/2024",37.24,FlashReport_March 2026
1617,Rajasthan,"09/2022
09/2024",35.1,FlashReport_March 2026
1618,Rajasthan,"02/2018
04/2019",100.0,FlashReport_March 2026
1619,Rajasthan,"03/2025
12/2025",5.6,FlashReport_March 2026
1620,Rajasthan,"11/2021
08/2022",99.0,FlashReport_March 2026
1621,Rajasthan,"01/2024
07/2024",79.48,FlashReport_March 2026
1622,Rajasthan,"03/2022
11/2022",100.0,FlashReport_March 2026
1623,Rajasthan,"03/2025
03/2026",0.0,FlashReport_March 2026
1624,Sikkim,"10/2021
05/2022",90.0,FlashReport_March 2026
1625,Sikkim,"03/2018
01/2023",85.15,FlashReport_March 2026
1626,Sikkim,"01/2021
04/2021",97.57,FlashReport_March 2026
1627,Sikkim,"10/2020
05/2021",77.07,FlashReport_March 2026
1628,Sikkim,"01/2021
02/2021",81.83,FlashReport_March 2026
1629,Sikkim,"10/2020
12/2020",60.88,FlashReport_March 2026
1630,Sikkim,"07/2020
10/2020",80.46,FlashReport_March 2026
1631,Sikkim,"07/2020
10/2020",65.1,FlashReport_March 2026
1632,Tamil Nadu,"03/2022
09/2024",92.0,FlashReport_March 2026
1633,Tamil Nadu,"01/2021
07/2022",93.04,FlashReport_March 2026
1634,Tamil Nadu,"12/2020
08/2022",53.56,FlashReport_March 2026
1635,Tamil Nadu,"05/2023
02/2024",24.13,FlashReport_March 2026
1636,Tamil Nadu,"02/2021
07/2022",83.45,FlashReport_March 2026
1637,Tamil Nadu,"08/2018
02/2019",93.55,FlashReport_March 2026
1638,Tamil Nadu,"06/2024
01/2025",28.06,FlashReport_March 2026
1639,Tamil Nadu,"03/2024
03/2025",34.48,FlashReport_March 2026
1640,Tamil Nadu,"NA
07/2006",100.0,FlashReport_March 2026
1641,Tamil Nadu,"12/2018
03/2020",95.85,FlashReport_March 2026
1642,Tamil Nadu,"11/2022
08/2023",75.19,FlashReport_March 2026
1643,Tamil Nadu,"02/2021
01/2023",36.06,FlashReport_March 2026
1644,Tamil Nadu,"NA
07/2007",100.0,FlashReport_March 2026
1645,Tamil Nadu,"03/2022
02/2023",94.9,FlashReport_March 2026
1646,Tamil Nadu,"02/2022
04/2023",99.96,FlashReport_March 2026
1647,Tamil Nadu,"12/2018
03/2020",91.72,FlashReport_March 2026
1648,Tamil Nadu,"NA
04/2010",100.0,FlashReport_March 2026
1649,Tamil Nadu,"03/2023
11/2023",16.61,FlashReport_March 2026
1650,Tamil Nadu,"03/2023
11/2023",20.6,FlashReport_March 2026
1651,Tamil Nadu,"03/2018
01/2022",99.8,FlashReport_March 2026
1652,Tamil Nadu,"12/2006
01/2008",100.0,FlashReport_March 2026
1653,Tamil Nadu,"01/2019
12/2020",91.84,FlashReport_March 2026
1654,Tamil Nadu,"01/2019
01/2021",91.73,FlashReport_March 2026
1655,Tamil Nadu,"03/2017
08/2018",100.0,FlashReport_March 2026
1656,Tamil Nadu,"01/2025
06/2025",22.12,FlashReport_March 2026
1657,Tamil Nadu,"02/2018
04/2019",100.0,FlashReport_March 2026
1658,Tamil Nadu,"12/2006
01/2008",100.0,FlashReport_March 2026
1659,Tamil Nadu,"03/2023
11/2023",7.31,FlashReport_March 2026
1660,Tamil Nadu,"12/2009
06/2011",99.99,FlashReport_March 2026
1661,Tamil Nadu,"06/2005
08/2006",100.0,FlashReport_March 2026
1662,Tamil Nadu,"08/2005
10/2006",100.0,FlashReport_March 2026
1663,Tamil Nadu,"10/2009
09/2010",100.0,FlashReport_March 2026
1664,Tamil Nadu,"02/2019
12/2021",82.56,FlashReport_March 2026
1665,Tamil Nadu,"02/2019
05/2022",58.65,FlashReport_March 2026
1666,Tamil Nadu,"02/2019
12/2023",53.41,FlashReport_March 2026
1667,Tamil Nadu,"03/2018
11/2018",99.75,FlashReport_March 2026
1668,Tamil Nadu,"03/2023
11/2023",16.09,FlashReport_March 2026
1669,Tamil Nadu,"03/2024
12/2024",33.86,FlashReport_March 2026
1670,Tamil Nadu,"03/2022
09/2022",97.92,FlashReport_March 2026
1671,Telangana,"01/2018
05/2018",92.62,FlashReport_March 2026
1672,Telangana,"10/2016
03/2017",100.0,FlashReport_March 2026
1673,Telangana,"03/2023
07/2024",34.07,FlashReport_March 2026
1674,Telangana,"03/2021
07/2022",80.59,FlashReport_March 2026
1675,Telangana,"03/2018
07/2018",51.09,FlashReport_March 2026
1676,Telangana,"03/2017
05/2017",99.92,FlashReport_March 2026
1677,Telangana,"01/2018
06/2018",0.0,FlashReport_March 2026
1713,Telangana,"03/2023
07/2025",5.07,FlashReport_March 2026
1714,Telangana,"03/2023
03/2025",40.05,FlashReport_March 2026
1715,Telangana,"10/2021
11/2024",11.68,FlashReport_March 2026
1716,Telangana,"01/2021
01/2022",99.98,FlashReport_March 2026
1717,Telangana,"01/2021
09/2022",98.02,FlashReport_March 2026
1718,Telangana,"11/2013
03/2014",100.0,FlashReport_March 2026
1719,Telangana,"01/2015
02/2015",82.76,FlashReport_March 2026
1720,Tripura,"12/2023
09/2024",43.8,FlashReport_March 2026
1721,Tripura,"01/2024
12/2024",8.05,FlashReport_March 2026
1722,Tripura,"01/2024
09/2024",12.1,FlashReport_March 2026
1723,Tripura,"01/2024
09/2024",54.9,FlashReport_March 2026
1724,Tripura,"01/2024
07/2024",55.12,FlashReport_March 2026
1725,Tripura,"02/2020
09/2024",41.9,FlashReport_March 2026
1726,Tripura,"02/2020
07/2020",0.0,FlashReport_March 2026
1727,Tripura,"01/2023
05/2023",69.78,FlashReport_March 2026
1728,Tripura,"03/2023
03/2024",0.0,FlashReport_March 2026
1729,Uttar Pradesh,"02/2023
03/2024",91.85,FlashReport_March 2026
1730,Uttar Pradesh,"01/2022
01/2025",26.0,FlashReport_March 2026
1731,Uttar Pradesh,"12/2022
11/2024",24.5,FlashReport_March 2026
1732,Uttar Pradesh,"03/2021
03/2022",100.0,FlashReport_March 2026
1733,Uttar Pradesh,"12/2019
10/2020",95.0,FlashReport_March 2026
1734,Uttar Pradesh,"12/2022
08/2024",44.0,FlashReport_March 2026
1735,Uttar Pradesh,"10/2022
01/2024",70.7,FlashReport_March 2026
1736,Uttar Pradesh,"01/2022
03/2024",54.0,FlashReport_March 2026
1737,Uttar Pradesh,"10/2022
11/2023",46.0,FlashReport_March 2026
1738,Uttar Pradesh,"03/2020
03/2023",90.0,FlashReport_March 2026
1739,Uttar Pradesh,"12/2022
02/2025",42.0,FlashReport_March 2026
1740,Uttar Pradesh,"05/2023
11/2025",4.0,FlashReport_March 2026
1741,Uttar Pradesh,"12/2021
02/2024",60.0,FlashReport_March 2026
1742,Uttar Pradesh,"03/2023
02/2024",50.38,FlashReport_March 2026
1743,Uttar Pradesh,"03/2021
11/2022",88.0,FlashReport_March 2026
1744,Uttar Pradesh,"11/2021
11/2022",0.0,FlashReport_March 2026
1745,Uttar Pradesh,"08/2021
12/2023",93.0,FlashReport_March 2026
1746,Uttar Pradesh,"03/2022
05/2025",3.0,FlashReport_March 2026
1747,Uttar Pradesh,"03/2022
05/2025",28.0,FlashReport_March 2026
1748,Uttar Pradesh,"11/2022
01/2026",13.41,FlashReport_March 2026
1749,Uttar Pradesh,"01/2022
02/2024",61.0,FlashReport_March 2026
1750,Uttar Pradesh,"05/2023
01/2026",5.0,FlashReport_March 2026
1751,Uttar Pradesh,"03/2023
06/2024",58.0,FlashReport_March 2026
1752,Uttar Pradesh,"03/2022
06/2024",80.0,FlashReport_March 2026
1753,Uttar Pradesh,"01/2022
02/2024",92.0,FlashReport_March 2026
1754,Uttar Pradesh,"01/2022
10/2023",99.0,FlashReport_March 2026
1755,Uttar Pradesh,"03/2021
08/2022",90.0,FlashReport_March 2026
1756,Uttar Pradesh,"03/2022
01/2024",51.39,FlashReport_March 2026
1757,Uttar Pradesh,"03/2022
11/2023",95.39,FlashReport_March 2026
1758,Uttar Pradesh,"05/2023
10/2025",4.0,FlashReport_March 2026
1759,Uttar Pradesh,"04/2020
08/2022",100.0,FlashReport_March 2026
1760,Uttar Pradesh,"07/2018
02/2021",86.93,FlashReport_March 2026
1761,Uttar Pradesh,"04/2020
09/2022",90.0,FlashReport_March 2026
1762,Uttar Pradesh,"12/2022
06/2025",24.4,FlashReport_March 2026
1763,Uttar Pradesh,"03/2022
05/2025",42.43,FlashReport_March 2026
1764,Uttar Pradesh,"03/2024
01/2026",2.0,FlashReport_March 2026
1765,Uttar Pradesh,"05/2023
01/2026",0.0,FlashReport_March 2026
1766,Uttar Pradesh,"03/2023
03/2025",32.0,FlashReport_March 2026
1767,Uttar Pradesh,"01/2022
11/2024",44.0,FlashReport_March 2026
1768,Uttar Pradesh,"03/2022
11/2025",23.88,FlashReport_March 2026
1769,Uttar Pradesh,"03/2023
08/2025",7.0,FlashReport_March 2026
1770,Uttar Pradesh,"03/2023
01/2025",81.18,FlashReport_March 2026
1771,Uttar Pradesh,"05/2023
12/2025",20.0,FlashReport_March 2026
1772,Uttar Pradesh,"04/2020
07/2022",89.0,FlashReport_March 2026
1773,Uttar Pradesh,"04/2020
11/2022",98.0,FlashReport_March 2026
1774,Uttar Pradesh,"12/2021
11/2022",99.8,FlashReport_March 2026
1775,Uttar Pradesh,"12/2021
02/2023",94.14,FlashReport_March 2026
1776,Uttar Pradesh,"09/2021
03/2022",76.0,FlashReport_March 2026
1777,Uttar Pradesh,"12/2017
02/2019",94.12,FlashReport_March 2026
1778,Uttar Pradesh,"02/2023
12/2024",27.85,FlashReport_March 2026
1779,Uttar Pradesh,"01/2023
12/2023",54.1,FlashReport_March 2026
1780,Uttar Pradesh,"09/2023
01/2025",20.64,FlashReport_March 2026
1781,Uttar Pradesh,"08/2024
03/2025",12.5,FlashReport_March 2026
1782,Uttar Pradesh,"08/2024
11/2025",33.95,FlashReport_March 2026
1783,Uttar Pradesh,"01/2022
02/2023",99.7,FlashReport_March 2026
1784,Uttar Pradesh,"07/2022
03/2023",91.0,FlashReport_March 2026
1785,Uttar Pradesh,"03/2023
09/2023",81.85,FlashReport_March 2026
1786,Uttar Pradesh,"02/2023
01/2024",68.95,FlashReport_March 2026
1787,Uttar Pradesh,"08/2024
07/2025",25.2,FlashReport_March 2026
1788,Uttar Pradesh,"08/2024
03/2025",33.15,FlashReport_March 2026
1789,Uttar Pradesh,"10/2022
02/2025",46.47,FlashReport_March 2026
1790,Uttar Pradesh,"03/2024
03/2025",12.9,FlashReport_March 2026
1791,Uttar Pradesh,"03/2018
02/2019",100.0,FlashReport_March 2026
1792,Uttar Pradesh,"09/2020
05/2021",100.0,FlashReport_March 2026
1793,Uttar Pradesh,"06/2022
05/2023",58.9,FlashReport_March 2026
1794,Uttar Pradesh,"10/2021
02/2023",95.22,FlashReport_March 2026
1795,Uttar Pradesh,"10/2021
10/2022",74.23,FlashReport_March 2026
1796,Uttar Pradesh,"02/2023
03/2024",55.29,FlashReport_March 2026
1797,Uttar Pradesh,"12/2021
03/2023",84.0,FlashReport_March 2026
1798,Uttar Pradesh,"02/2025
09/2025",12.39,FlashReport_March 2026
1799,Uttar Pradesh,"02/2025
09/2025",6.6,FlashReport_March 2026
1819,Uttar Pradesh,"10/2022
03/2024",45.16,FlashReport_March 2026
1820,Uttar Pradesh,"11/2022
09/2023",76.9,FlashReport_March 2026
1821,Uttar Pradesh,"08/2023
12/2023",100.0,FlashReport_March 2026
1822,Uttar Pradesh,"08/2023
12/2023",42.26,FlashReport_March 2026
1823,Uttar Pradesh,"02/2025
12/2025",4.44,FlashReport_March 2026
1824,Uttar Pradesh,"03/2021
09/2022",97.5,FlashReport_March 2026
1825,Uttar Pradesh,"03/2021
09/2022",92.89,FlashReport_March 2026
1826,Uttar Pradesh,"01/2022
12/2022",100.0,FlashReport_March 2026
1827,Uttar Pradesh,"03/2021
09/2022",99.11,FlashReport_March 2026
1828,Uttar Pradesh,"11/2020
10/2021",98.92,FlashReport_March 2026
1829,Uttarakhand,"01/2023
02/2024",99.0,FlashReport_March 2026
1830,Uttarakhand,"11/2022
06/2023",97.0,FlashReport_March 2026
1831,Uttarakhand,"02/2025
01/2026",0.3,FlashReport_March 2026
1832,Uttarakhand,"02/2018
05/2018",73.5,FlashReport_March 2026
1833,Uttarakhand,"02/2021
01/2023",99.0,FlashReport_March 2026
1834,Uttarakhand,"03/2017
02/2018",95.0,FlashReport_March 2026
1835,Uttarakhand,"10/2016
06/2017",100.0,FlashReport_March 2026
1836,Uttarakhand,"05/2025
10/2025",17.78,FlashReport_March 2026
1837,Uttarakhand,"03/2017
11/2017",100.0,FlashReport_March 2026
1838,Uttarakhand,"01/2024
10/2025",21.64,FlashReport_March 2026
1839,Uttarakhand,"03/2022
01/2025",42.0,FlashReport_March 2026
1840,Uttarakhand,"02/2022
12/2025",2.0,FlashReport_March 2026
1841,Uttarakhand,"03/2022
08/2024",52.0,FlashReport_March 2026
1842,Uttarakhand,"10/2022
10/2023",20.78,FlashReport_March 2026
1843,Uttarakhand,"02/2019
11/2019",95.0,FlashReport_March 2026
1844,Uttarakhand,"03/2022
09/2022",35.6,FlashReport_March 2026
1845,Uttarakhand,"09/2020
12/2021",81.17,FlashReport_March 2026
1846,Uttarakhand,"05/2022
11/2024",29.72,FlashReport_March 2026
1847,Uttarakhand,"01/2024
10/2025",15.06,FlashReport_March 2026
1848,Uttarakhand,"03/2018
01/2019",96.46,FlashReport_March 2026
1849,Uttarakhand,"03/2018
01/2019",100.0,FlashReport_March 2026
1850,Uttarakhand,"10/2022
05/2023",78.2,FlashReport_March 2026
1851,Uttarakhand,"10/2022
05/2024",72.5,FlashReport_March 2026
1852,Uttarakhand,"03/2018
07/2018",70.5,FlashReport_March 2026
1853,Uttarakhand,"12/2023
06/2024",81.23,FlashReport_March 2026
1854,Uttarakhand,"12/2023
12/2024",52.51,FlashReport_March 2026
1855,Uttarakhand,"12/2023
06/2024",96.0,FlashReport_March 2026
1856,Uttarakhand,"11/2021
08/2022",70.42,FlashReport_March 2026
1857,Uttarakhand,"06/2022
03/2023",75.24,FlashReport_March 2026
1858,Uttarakhand,"11/2021
10/2022",75.59,FlashReport_March 2026
1859,Uttarakhand,"03/2022
02/2023",93.9,FlashReport_March 2026
1860,Uttarakhand,"12/2023
04/2025",43.28,FlashReport_March 2026
1861,Uttarakhand,"05/2025
02/2026",0.0,FlashReport_March 2026
1862,Uttarakhand,"02/2023
12/2025",0.0,FlashReport_March 2026
1863,West Bengal,"11/2023
11/2025",0.0,FlashReport_March 2026
1864,West Bengal,"03/2023
03/2024",62.92,FlashReport_March 2026
1865,West Bengal,"03/2016
08/2023",15.63,FlashReport_March 2026
1866,West Bengal,"08/2016
11/2016",84.47,FlashReport_March 2026
1867,West Bengal,"03/2022
03/2023",69.32,FlashReport_March 2026
1868,West Bengal,"06/2020
10/2020",95.49,FlashReport_March 2026
1869,West Bengal,"06/2020
10/2020",94.12,FlashReport_March 2026
1870,West Bengal,"03/2018
10/2019",98.54,FlashReport_March 2026
1871,West Bengal,"03/2018
10/2020",96.81,FlashReport_March 2026
1872,West Bengal,"03/2025
11/2025",1.07,FlashReport_March 2026
1873,West Bengal,"11/2023
12/2024",55.19,FlashReport_March 2026
1874,West Bengal,"03/2023
06/2024",36.78,FlashReport_March 2026
1875,West Bengal,"02/2024
08/2024",35.13,FlashReport_March 2026
1876,West Bengal,"03/2024
07/2024",47.5,FlashReport_March 2026
1877,West Bengal,"08/2018
12/2018",96.17,FlashReport_March 2026
1878,West Bengal,"01/2021
02/2022",94.12,FlashReport_March 2026
1879,West Bengal,"03/2023
12/2025",2.5,FlashReport_March 2026
1880,West Bengal,"02/2024
06/2025",22.33,FlashReport_March 2026
1881,Delhi,"10/2014
04/2018",98.0,FlashReport_March 2026
1882,Meghalaya,"09/2019
09/2020",99.84,FlashReport_March 2026
1900,West Bengal,"05/2018
12/2021",93.0,FlashReport_March 2026
1901,Andhra Pradesh,"04/2005
01/2006",95.88,FlashReport_March 2026
1902,Andhra Pradesh,"04/2005
04/2005",98.3,FlashReport_March 2026
1903,Andhra Pradesh,"01/2009
11/2009",85.9,FlashReport_March 2026
1904,Assam,"04/1996
12/1996",55.44,FlashReport_March 2026
1905,Bihar,"04/2007
04/2007",44.5,FlashReport_March 2026
1906,Chhattisgarh,"04/2008
04/2008",72.0,FlashReport_March 2026
1907,Chhattisgarh,"04/2009
12/2009",86.31,FlashReport_March 2026
1908,Gujarat,"04/2017
04/2017",90.3,FlashReport_March 2026
1909,Gujarat,"04/1996
04/1996",93.7,FlashReport_March 2026
1910,Jharkhand,"04/2011
01/2012",70.0,FlashReport_March 2026
1911,Karnataka,"04/2014
04/2014",99.32,FlashReport_March 2026
1912,Madhya Pradesh,"04/2017
04/2017",49.78,FlashReport_March 2026
1913,Madhya Pradesh,"04/2008
01/2009",75.0,FlashReport_March 2026
1914,Madhya Pradesh,"04/2007
04/2007",81.08,FlashReport_March 2026
1915,Maharashtra,"04/2017
04/2017",53.93,FlashReport_March 2026
1916,Maharashtra,"04/2017
04/2018",76.22,FlashReport_March 2026
1917,Maharashtra,"04/2017
02/2019",80.54,FlashReport_March 2026
1918,Maharashtra,"04/2017
04/2018",69.63,FlashReport_March 2026
1919,Maharashtra,"04/2017
04/2018",91.0,FlashReport_March 2026
1920,Maharashtra,"05/2002
01/2017",49.2,FlashReport_March 2026
1921,Maharashtra,"04/1996
04/1996",89.57,FlashReport_March 2026
1922,Maharashtra,"04/2008
04/2008",72.65,FlashReport_March 2026
1923,Maharashtra,"04/2009
01/2010",97.96,FlashReport_March 2026
1924,Maharashtra,"04/2008
04/2008",65.0,FlashReport_March 2026
1925,Maharashtra,"04/2009
04/2009",72.59,FlashReport_March 2026
1926,Manipur,"04/1997
04/1997",98.9,FlashReport_March 2026
1927,"Multi-States
(Bihar, Jharkhand)","08/2017
01/2021",38.0,FlashReport_March 2026
1928,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","NA
03/2022",0.0,FlashReport_March 2026
1929,Odisha,"04/1997
01/1998",62.85,FlashReport_March 2026
1930,Odisha,"NA
01/1998",95.5,FlashReport_March 2026
1931,Odisha,"04/2003
01/2004",79.5,FlashReport_March 2026
1932,Punjab,"02/2016
04/2018",85.0,FlashReport_March 2026
1933,Punjab,"02/2010
04/2018",88.0,FlashReport_March 2026
1934,Telangana,"NA
04/2005",97.0,FlashReport_March 2026
1935,Telangana,"NA
01/2006",92.0,FlashReport_March 2026
1936,Telangana,"04/2006
04/2006",87.7,FlashReport_March 2026
1937,Telangana,"04/2007
01/2008",100.0,FlashReport_March 2026
1938,Uttar Pradesh,"04/2017
04/2017",1.76,FlashReport_March 2026
1939,Uttar Pradesh,"04/2007
12/2007",31.5,FlashReport_March 2026
1940,Uttar Pradesh,"04/2008
04/2008",82.39,FlashReport_March 2026
1941,Uttarakhand,"10/2023
11/2023",24.77,FlashReport_March 2026
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
Total,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
